"Product GID","Product handle","Product title","Metafield namespace","Metafield key","Metafield type","Metafield value"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","740_ECCN","string","4A994"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","741_Compliance","string","CE, FCC Class A, RoHS 6/6 compliant"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_BIOS","string","Tyan S7106GM2NR, Tyan S7106GM2NR-L2"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_MFG file","string","mfgsas3x36R-MFG-File"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_Firmware","string","fwsas3x36-Firmware"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","301_I/O","string","2x SFF8644 12G SAS lanes Uplink host / expander <br>1x SFF8644 12G SAS lanes Downlink / expander <br>1x RJ45 for remote management / expander <br>1x mini Jack for RS232 management"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","172_Enclosure Management","string","Web GUI Ethernet Mgmt Port, HDD Status/ Identifier LEDs, Smart Fan, Thermal Monitor, HDD Monitor, Voltage Monitor, Inband SES3 Support"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","169_Controller Support","string","12Gb/s Host-based RAID Controller cards and HBAs with external connectivity"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","115_Expander","string","Single or Dual LSI 12G SAS Expander"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_Data Sheet","string","DS_DSS316S-D5_E"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","processor","string","Intel"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_Install Guide","string","DSS316S-D5-QG"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_Product Brief","string","PB-DuraStreams_Intel_E"
"gid://shopify/Product/1774393032774","dss316s-d5-3u-16-bays-3-5-hdd-12g-sas-redundant-node-dual-xeon-sp-1200w-hrp","DSS316S-D5 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_AVL","string","DSS212S-D5-DSS316S-D5-AVL"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","100_System","string","System"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","110_Processor","string","Each Node: Supports single socket AMD EPYC&trade; up to 180W TDP socket SP3"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","130_System Memory","string","Each Node: Supports up to 16x DIMMs DDR4 RDIMM/L 2400"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","170_Storage","string","Each Node:36 ports 12G SAS Expander with 3 SFF8643 Connectors"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","305_Expansion","string","Each Node: 2x PCI-E3.0 x8; 1x PCI-E3.0 x16; 1x PCI-E3.0 x16 OCP 2.0"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","700_Environment","string","Environment"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","710_Operating Temperature","string","0&deg;C ~ 35&deg;C"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","720_Storage Temperature","string","-20&deg;C ~ 70&deg;C"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","730_Relative Humidity","string","5% ~ 95% relative humidity, non-condensing"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","800_Physical","string","Physical"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","810_Dimensions (W x H x D)","string","System: 27""x19""x5.25"" (LxWxH) Packaging: 38“x25.5""x15""(LxWxH)"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","820_Weights","string","Gross Weight: 37.95kg/85.3lbs Net Weight: 33.6kg/74lbs"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","family","string","server"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","product series","string","DuraStreams"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","resource_Data Sheet","string","DS_DSS316S-UN_E"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","title","string","DSS316S-UN"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","171_Driver Bays","string","16 hot-swap 3.5"" 12G/6G SAS/SATA drive bay Each Node: 2x internal 2.5"" 7mm for OS drive bay"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","220_Cooling","string","4x 60mm fans"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","739_HTS Code","string","8473 30 5100"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","740_ECCN","string","4A994"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","741_Compliance","string","CE, FCC Class A, RoHS 6/6 compliant"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","resource_AVL","string","DSS212S-UN-DSS316S-UN-AVL"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","resource_BIOS","string","Tyan S8026GM2NRE"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","resource_Product Brief","string","PB-DuraStreams_AMD_E"
"gid://shopify/Product/1774393360454","dss316s-un-3u-16-bays-3-5-hdd-12g-sas-redundant-node-single-epyc-1200w-hrp","DSS316S-UN 3U 16 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","processor","string","AMD"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","100_System","string","System"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","170_Storage","string","24x 3.5"" 12Gbps/6Gbps SAS/SATA Tray-less bays"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","700_Environment","string","Environment"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","710_Operating Temperature","string","0&deg;C ~ 35&deg;C"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","720_Storage Temperature","string","-20&deg;C ~ 70&deg;C"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","730_Relative Humidity","string","5% ~ 95% relative humidity, non-condensing"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","800_Physical","string","Physical"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","810_Dimensions (W x H x D)","string","System: 20.5""x19""x7"" (DxWxH) Packaging: 30.5""x 23.5""x21.6""(LxWxH)"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","820_Weights","string","60lbs w/o Hard Drives"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","family","string","server"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","product series","string","DuraStreams"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","title","string","DSS424J-S3"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","220_Cooling","string","Two Redundant 80mm hot-swap exhaust fan modules with Smart Fan Control for optimal cooling"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","739_HTS Code","string","8473 30 5100"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","740_ECCN","string","4A994"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","741_Compliance","string","CE, FCC Class A, RoHS 6/6 compliant"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","resource_BIOS","string","JNM-2.0.5-BIOS"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","301_I/O","string","2x SFF8644 12G SAS lanes Uplink host / expander <br>1x SFF8644 12G SAS lanes Downlink / expander <br>1x RJ45 for remote management / expander <br>1x mini Jack for RS232 management"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","115_Expander","string","Single or Dual LSI 12G SAS Expander"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","172_Enclosure Management","string","Web GUI Ethernet Mgmt Port, HDD Status/Identifier LEDs, Smart Fan, Thermal Monitor, HDD Monitor, Voltage Monitor, Inband SES3 Support"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","resource_Firmware","string","fwsas3x36-Firmware"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","resource_MFG file","string","mfgsas3x36R-MFG-File"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","169_Controller Support","string","12Gb/s Host-based RAID Controller cards and HBAs with external connectivity"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","resource_Data Sheet","string","DS_DSS424J-S3_E"
"gid://shopify/Product/1774393786438","dss424j-s3-4u-24-bays","DSS424J-S3 4U 24 BAYS 3.5' HDD 12G SAS DUAL EXPANDER JBOD 800W HRP","global","processor","string","JBOD"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","100_System","string","System"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","110_Processor","string","Each Node: Supports Single Socket Intel&reg; Xeon&reg; P Skylake up to 205W TDP socket LGA3647"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","120_System Chipset","string","Intel C621 chipset"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","130_System Memory","string","Each node: Supports up to 12x DIMMs DDR4 RDIMM/RDIMM 3DS/LRDIMM/LRDIMM 3DS 2666"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","170_Storage","string","Each node: 36 ports 12G SAS Expander with 3 SFF8643 Connectors"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","305_Expansion","string","Each node: 2x PCIe Gen3 x16 slots; 5x PCIe Gen3 x8 slots"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","700_Environment","string","Environment"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","710_Operating Temperature","string","0&deg;C ~ 35&deg;C"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","720_Storage Temperature","string","-20&deg;C ~ 70&deg;C"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","730_Relative Humidity","string","5% ~ 95% relative humidity, non-condensing"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","800_Physical","string","Physical"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","810_Dimensions (W x H x D)","string","System: 27""x19""x7"" (LxWxH) Packaging: 38“x25.2""x18""(LxWxH)"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","820_Weights","string","Gross Weight: 51.78kg/114lbs, Net Weight: 33.9kg/75lbs"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","family","string","server"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","product series","string","DuraStreams"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_Data Sheet","string","DS_DSS424S-D5_E"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","title","string","DSS424S-D5"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","171_Driver Bays","string","24 hot-swap 3.5"" 12G/6G SAS/SATA drive bay Each node: 2x internal 2.5"" 7mm for OS drive bays"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","220_Cooling","string","Each node: 4x 60mm fans"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","739_HTS Code","string","8473 30 5100"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","740_ECCN","string","4A994"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","741_Compliance","string","CE, FCC Class A, RoHS 6/6 compliant"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_AVL","string","DSS424S-D5-AVL"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_BIOS","string","Tyan S7100GM2NR"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_Install Guide","string","DSS424SF-D5-QG"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","resource_Product Brief","string","PB-DuraStreams_Intel_E"
"gid://shopify/Product/1774394277958","dss424s-d5-4u-24-bays","DSS424S-D5 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE DUAL XEON SP 1200W HRP","global","processor","string","Intel"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","100_System","string","System"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","110_Processor","string","Each Node: Supports single socket AMD EPYC&trade; up to 180W TDP socket SP3"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","130_System Memory","string","Each Node: Supports up to 16x DIMMs DDR4 RDIMM/L 2400"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","170_Storage","string","Each node: 36 ports 12G SAS Expander with 3 SFF8643 Connectors"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","305_Expansion","string","Each Node: 4x PCI-E3.0 x16; 3x PCI-E3.0 x8"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","700_Environment","string","Environment"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","710_Operating Temperature","string","0&deg;C ~ 35&deg;C"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","720_Storage Temperature","string","-20&deg;C ~ 70&deg;C"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","730_Relative Humidity","string","5% ~ 95% relative humidity, non-condensing"
"gid://shopify/Product/1774394802246","dss424s-un-4u-24-bays","DSS424S-UN 4U 24 BAYS 3.5"" HDD 12G SAS REDUNDANT NODE SINGLE EPYC 1200W HRP","global","800_Physical","string","Physical"
